label|text|id_str|handle
1|it’s almost July in 2018 and I still haven’t heard a single song mentioning a juul?|tw1012547010820476929|@HannahWestphal2
0|RT @wimatchapp: Meanwhile in Trinidad https://t.co/czcejuUlAo|tw1032318958702088192|@jadasbubble
1|RT @g0fuckthyself: bromeo can i hit your juuliet|tw1044227096631947265|@jazzzyraeee
1|RT @FlashStriker: It’s August. Finish that book. Kiss that girl. Buy that fit. Hit that Juul. Milly that rock. Hell is approaching.|tw1025637798890491904|@Zoexgale
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030324168904986625|@MycahCarter
1|RT @Raeequaza: imagine your mom catches you juuling and she makes u fuckin switch schools https://t.co/viVuyIoq7h|tw1024395284581740544|@seekyuu_
0|@codysjuul emo hour|tw1040467031546458114|@lizxeliz
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1031208258566942722|@cloud_y_ahh
1|RT @animepapi420: 📂 My Pockets   └📁Wheres my juul       └📁 Fuck seriously where is my juul           └📁 Guys did u steal my juul…|tw1000873713871581184|@ogkd13
1|RT @allihook: hi ! rt to be in wdwjuul 🤩 !! we are adding again !  -mbf me &amp; have post notifs on !  - be nice and take a joke  - BE ACTIVE…|tw1025416042607271936|@grandesbesson
0|RT @_Tbreezie: this is the arizona i know and love. https://t.co/EpFOJHNX7r|tw1008062784905494528|@SkyleeV_
1|RT @HUNTYCHAN: WHY DID MY PARENTS LET ME ON THE INTERNET ALONE WHEN I WAS 8!!!!!! they broke me i didn't have to be like this.. i could be…|tw995848902992687104|@peaksykid
1|RT @hailyjohnson98: Just wanna say you high schoolers sucking on Juuls thinking ur cool are developing ridiculous nicotine addictions &amp; it’…|tw1001963704014069760|@beammeupSCOT_ty
1|RT @HUNTYCHAN: WHY DID MY PARENTS LET ME ON THE INTERNET ALONE WHEN I WAS 8!!!!!! they broke me i didn't have to be like this.. i could be…|tw996351815993065472|@cxxps
0|#Affinitweet Valentine This year you're mine juuliasantiago! ❤️ And you, whom will be yours? via… https://t.co/O64M8ftvFm|tw992507544659812352|@Joaojs9
1|RT @PicturesFoIder: Juulry just for my girl https://t.co/LfVL0vqP9d|tw1039737563131637762|@JerryHo99
1|RT @ChaunceyGardner: @erbrod JUUL designed a product to help ADULT smokers quit.  Teens are 3 times more likely to use alcohol, twice as li…|tw1023883855101612032|@Josephmagero
1|Whoever stole my Juul honestly, thank you. On some real shit im thankful for you I did not want to start that habit. Bullet dodged.|tw1003687717706895360|@jacobgzellar
1|RT @catycollinss: Cults in Aquinas:  -kids who’s phones are at mrs. b -mr. noon’s students -teacher who are alumni  -people who juul in the…|tw1016722438074322944|@scottrell_sc
0|RT @yungstraw: daughter: mom why is my friend named rose? me: because her mom loves roses daughter: then why am i named- me: be quiet Cool…|tw995024089621389312|@elliottmich3
1|Cults@ East Greenwich High School: Wannabes addicted to juuls Enthusiastic awkward theatre kids Locals that date in… https://t.co/tOpqT7wUyv|tw1017647458850164736|@SRIYONCE
1|RT @FlashStriker: It’s August. Finish that book. Kiss that girl. Buy that fit. Hit that Juul. Milly that rock. Hell is approaching.|tw1025632192041369600|@danielleduar626
1|RT @akfarina_: so this white boy was charging his Juul in my 11 am writing class. Our professor then gave us a writing warm up: Choose one…|tw1035881944180039682|@bearbxbyy
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1040314860058271745|@deegsGutierrez
1|thanks i didn’t mean to drain your juul https://t.co/m2AVumiUWp|tw992109108894552070|@LilBHori
1|to my left is a guy smoking a cig and to my right is a guy with his juul wow what a simulation we live in|tw1037444807222644736|@andrew_tayag
1|RT @YahBoyCourage: when apple droppin a juul|tw991368482355900416|@gabezarco_
1|RT @SarahKannenberg: accidentally juuled in front of my mom but she only saw the smoke and goes “what was that” so i immediately said ”oh m…|tw1008214775116042240|@WhitakerTatiana
1|RT @HUNTYCHAN: WHY DID MY PARENTS LET ME ON THE INTERNET ALONE WHEN I WAS 8!!!!!! they broke me i didn't have to be like this.. i could be…|tw996197407045177347|@sydneyhopexo
1|RT @raisetherueth: Frat bros will be homophobic but rip a juul that was just in 5 other dudes mouths. Idk sounds pretty gay to me|tw995062290918641664|@avogues
1|RT @FlashStriker: It’s August. Finish that book. Kiss that girl. Buy that fit. Hit that Juul. Milly that rock. Hell is approaching.|tw1025552013399154689|@isabellezhan_
1|RT @_abshea: the internet told me to drink a shit ton of water for my health so i just drank 13 bottles of 16oz in 4 hours and not only hav…|tw1004392474419388416|@Hhelenek
1|RT @g0fuckthyself: bromeo can i hit your juuliet|tw1045383263009865728|@delaney_cloyd
1|juuls are for pussies|tw1015451159904088064|@illtonio
1|RT @_tyler_o5: Not being addicted to a flash drive https://t.co/PafVfByV2i|tw1039524335017451520|@shelbynking
1|RT @DenisMedvedev1: When you hit the Juul and that shit hits back|tw999171798041219072|@probsriley
1|RT @madskon: juuls should be called cuuls send tweet|tw1037203658298077184|@MissMalori_
1|LOST MY JUUL AND SOMEONE IS GIVING ME ONE FOR REAL GOD EXISTS|tw1037458098812841984|@silverIinin
1|RT @akfarina_: so this white boy was charging his Juul in my 11 am writing class. Our professor then gave us a writing warm up: Choose one…|tw1035930754491006977|@kernal14
1|RT @NyckCaution: Wonder what the long term juul effects are|tw1014309887466196992|@mattwolf7176
1|RT @Isaac_DeTemple: Can I hit your juul cmon dood juth one hit pleath bro I swear I’ll cathapp you later https://t.co/2Q2FpFElyz|tw1032567316653989889|@mikey_mason16
1|RT @bellaafusco: there should be a ranch juul pod|tw1041225505511432193|@itsnotdebbie
1|RT @kaedenkalfaolu: bro i lost my juul months ago and i was driving and this happens... https://t.co/bSMtzGKH7t|tw1024057374942756864|@colindawley
1|RT @lilsasquatch66: White person: [hits juul]  Other white person: give me your keys you aren’t driving home|tw1019449754747629568|@HannahFeilhauer
1|Since when do they have juul in canada 😭 Billings is going to be a shit show|tw994999265427705856|@TroyThompsxn
1|RT @emmachambie: boyfriend requirements: 1. 3/10 or above 2. can buy me juul pods|tw1013664581875462144|@krasovicjake
0|RT @heybrowannajuul: 2016 me: wow all this shit is so cringey im gonna make fun of ALL OF IT!  2018: lmao yeah im a furry|tw995836863813505026|@glitterandrot
1|RT @laurengodbey: fun things to do in TX:   -wait in traffic bc of construction  -become a drug dealer  -tell ppl that live out of tx that…|tw1006688420574519296|@brayyy24_
0|RT @2Cool2Juul: It’s sad to say, but some people won’t like that you’re committed to your goals and dreams because it reminds them that the…|tw1036945648321474561|@marissaself5
1|RT @emmachambie: i have never smoked a juul before in my entire life but if i was going to i would definitely want to take a hit off snoop…|tw1000579568124735488|@isahanleyy
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1031220778711310337|@ashIeycolon
1|RT @bellaafusco: there should be a ranch juul pod|tw1041432939849035777|@xostacy_xo
1|RT @SarahKannenberg: accidentally juuled in front of my mom but she only saw the smoke and goes “what was that” so i immediately said ”oh m…|tw1008210770625286144|@ant_meh
1|RT @tinawoodsss: The creators of vidcon watching tana cry on her couch and michael weist juul during an important interview: https://t.co/Q…|tw1014060964667326464|@Shuyii98
1|unpopular opinion: juul edition   cucumber pods are the best type of pod https://t.co/khfn1oDK84|tw1004884667399622658|@audrey_bufano
1|RT @JosiieeBaby: it’s actually juuly|tw1013496935616049160|@HullLaxbro
1|RT @ianthemoon: Open ONLY if you’re a 90’s kid  ㅤㅤUpdate: The 2000’s kids need to    ㅤㅤbe stopped. I met a teenager  ㅤㅤwho didn’t know who…|tw1016848564142661633|@Baizibra_
1|I walk into the bathroom to 10 kids hittin cartis and juuls😭😂|tw1031599223115075584|@Maliikabed
1|RT @rapperatlas: where my juulstars at can i get an uwu|tw1011730112981716992|@animepapi420
0|RT @noahjuulsen: Happy Canada Day!🇨🇦🍁|tw1013523888737800193|@InzConnections
1|RT @EmilyeOberg: If u Juul ur wack|tw1023616751966142464|@tom_clavicle69
1|RT @2000caitlyn: Cucumber juul pods cuz I’m on a diet|tw1009281709089619974|@lyriccotto
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1038965691020271616|@_knuckle_head
1|RT @dylan_dempsey99: Juuling while playing fortnite is a sport|tw1016829411176349696|@JimmyTrip97
1|RT @animepapi420: 📂 My Pockets   └📁Wheres my juul       └📁 Fuck seriously where is my juul           └📁 Guys did u steal my juul…|tw1000606034816389120|@JoeyPhysique
1|Rylee calls my inhaler a juul pod|tw1020575902034300928|@localbleach
1|RT @animepapi420: 📂 My Pockets   └📁Wheres my juul       └📁 Fuck seriously where is my juul           └📁 Guys did u steal my juul…|tw1000963517577662464|@bman24b
0|RT @marsjuul: the best video i ever recorded omg i was in san francisco and this random couple was acting like they were in a fucking indie…|tw1033845947397275648|@kxmren
1|RT @Ghastly: roses are red violets are blue sex is cool but have u tried hitting a juul?|tw1045154183727509504|@HunterS48
1|RT @richbrian: when i die i will reincarnate as a juul pod|tw997485757190365184|@xX6megatron9Xx
1|RT @richbrian: when i die i will reincarnate as a juul pod|tw997520862080323584|@ZekeWillms
1|@HayleyKiyoko had me fangirling so hard tonight, it was worth the dehydration and secondhand juul smoke. #ExpectationsTour|tw1003113476083060741|@DOMination_x
1|RT @madmaciolek: imagine having a nicotine addiction from a juul u bought just to fit in|tw1016539791452786688|@hannahmcmartin2
1|RT @akfarina_: so this white boy was charging his Juul in my 11 am writing class. Our professor then gave us a writing warm up: Choose one…|tw1035748206003544064|@meganhasulak_
0|im gonna name my daughter JUULia|tw1035141171918589952|@jamesdonlon_
0|@_juuleon Ugly Delicious  The OA Punisher 3%|tw1012625403263893504|@theoriginalrnb
1|RT @washingtonpost: E-cigarette maker Juul targeted teens with false claims of safety, lawsuit says https://t.co/DBk3AjO8pG|tw1024020382012108800|@ReneeB_75
1|RT @g0fuckthyself: bromeo can i hit your juuliet|tw1044408127368638464|@Phillmor98
0|@crownjuul Congrats on your 1000❤️ tweet! https://t.co/GIyDZpyhV1  https://t.co/FhqzdP96gt|tw1006614361048150016|@Favstar_Bot
1|RT @laurengodbey: fun things to do in TX:   -wait in traffic bc of construction  -become a drug dealer  -tell ppl that live out of tx that…|tw1006948631772049409|@niayaaa__
0|RT @namjuults: I KNOW 6000 SOUNDS LIKE TOO MUCH TO ASK, BUT PLEASE HELP ME OUT THE ALBUM COSTS THE SAME AS AN APARTMENT FOR ME HERE SO THAN…|tw1037447407594655746|@peachixyoongi
1|RT @ilooklikelilbil: bro who laced the juul with crack|tw1024901843837583360|@leahmyers99
1|RT @calebbielskii: 9th and 10th graders when they’re forced to go 10 minutes without hitting their juul https://t.co/MdOnxEB9R5|tw1000888533610004480|@ainahpetse
0|RT @JUULDOLAN: my entire heart❤️ https://t.co/p0PSiytj7l|tw1020868050353090560|@dolanjello
1|RT @shabbafox: It’s called nicotine https://t.co/CDlntWWefr|tw1029884866719047680|@swamp_cherub
0|RT @martinezjuuli_: con el cbc https://t.co/BUSSOibuzk|tw995739427245871104|@DayG0mez
1|RT @marwannafuq: Nah the dumbest thing you can do is juul when you weren't even addicted to nicotine in the first place https://t.co/1R0HxW…|tw1026660377113845761|@invinciblemily
1|RT @zacharski_zack: Give me the:  🔘 AUX  🔘 Charger  🔘JUUL  ☑️ BEAT BOYS AND FREE MY SOUL, I WANNA GET LOST IN YOUR ROCK AND ROLL AND DRIFT…|tw1019353286657183744|@YoshSagu
1|RT @hailyjohnson98: Just wanna say you high schoolers sucking on Juuls thinking ur cool are developing ridiculous nicotine addictions &amp; it’…|tw1001980393942339584|@hbennett00
1|RT @SenatorDurbin: Today the FDA finally recognized that youth use of e-cigarettes has reached epidemic levels. Companies like JUUL have pu…|tw1040612533508304896|@VenkateshAditi
1|👌The federal government’s surveys show that more than 99.5 percent of the e-cigarettes sold in stores are being bou… https://t.co/2moNZsNGlj|tw1019192921818583040|@ScherrCropper
0|Hey let's talk on my dm? XD https://t.co/KXvWJUUlEe|tw1018151376516333569|@ULTIMATERPE
1|RT @shabbafox: It’s called nicotine https://t.co/CDlntWWefr|tw1030151681449885696|@jxcobbj
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1039036175355240449|@GodHatesMarge
1|@jasuwu Can I join if I buy a juul|tw991399016532496384|@Luventum
1|RT @madmaciolek: imagine having a nicotine addiction from a juul u bought just to fit in|tw1016077418644299778|@lanapoppin
1|yes my dude, hit that juul|tw1011380094760378368|@lwsjsh
1|RT @emmachambie: boyfriend requirements: 1. 3/10 or above 2. can buy me juul pods|tw1013502906857709568|@Pretzull_ca
1|RT @SarahKannenberg: accidentally juuled in front of my mom but she only saw the smoke and goes “what was that” so i immediately said ”oh m…|tw1008116071214305280|@wadadalee
1|RT @CNBC: Juul Labs has overtaken the U.S. e-cigarette market and the company is now valued at more than $15 billion. But Juul faces lawsui…|tw1046483211143008256|@ziad_sahar
1|This juul shit so gay. Ppl dont even smoke cigs n go straight to the juuls lmaooo|tw1031228005698428929|@BogusBogey
1|Don’t https://t.co/tgkqdfc5x1|tw1006565009110028288|@LeonelSolis19_
1|Both juuls are missing again FYI|tw1028767133570805760|@lilcinna
1|RT @stephgarciaaaa: Juuls are the lamest fucking things on the planet https://t.co/oAz34oS96o|tw1001926314436255744|@kennadyoliver
0|If you ain’t trying to be like this leave me the fuck alone|tw1033566146631331841|@Esk_m8
1|I always knew I had musical talent https://t.co/Z4097qjwMS|tw1012043999392223232|@MaxxPrimeHigh
1|RT @HUNTYCHAN: WHY DID MY PARENTS LET ME ON THE INTERNET ALONE WHEN I WAS 8!!!!!! they broke me i didn't have to be like this.. i could be…|tw996013799143563264|@Alyzalolz
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1039287256719089664|@evelynn_santoss
1|RT @shabbafox: It’s called nicotine https://t.co/CDlntWWefr|tw1029985086572097538|@linnstreeter
1|RT @hailyjohnson98: Just wanna say you high schoolers sucking on Juuls thinking ur cool are developing ridiculous nicotine addictions &amp; it’…|tw1002236247262289920|@sidneyganin
1|RT @akfarina_: so this white boy was charging his Juul in my 11 am writing class. Our professor then gave us a writing warm up: Choose one…|tw1036083889008242689|@MaddieWellstead
1|never trust a girl who owns a juul|tw1017968627578961920|@CruzBautista4
1|RT @zacharski_zack: Give me the:  🔘 AUX  🔘 Charger  🔘JUUL  ☑️ BEAT BOYS AND FREE MY SOUL, I WANNA GET LOST IN YOUR ROCK AND ROLL AND DRIFT…|tw1017786492960288773|@chelsjamison
1|RT @allisonrdorman: Fun things to do in Huntington Beach, CA  -juul in the bathroom  -talk shit on fountain valley -buy checkered vans and…|tw1008950172208885760|@joeyalexandriia
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030344682386022401|@rathericonic
1|RT @TrashyeWest: Bruh Cookie Monster off 7 percs https://t.co/Re09sKG1BN|tw1009493759128686592|@britsclafani
1|I think it's so funny there's there's anti smoking commercials for juuls and vape products. I literally died laughi… https://t.co/SPCYiXVSVG|tw1007013473228910592|@momoizdead
1|RT @g0fuckthyself: bromeo can i hit your juuliet|tw1045031365857759232|@LilUziSwerve
1|all i have in this darkness is the light of my juul|tw1035011378136928259|@sploogebaby
1|best pickup line ever - “wanna hit my juul?”|tw1038221374580506624|@bailiedavis18
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1039255137469046784|@ariana_villaran
1|just put myself onto cucumber juul pods &amp; my juul obsession is about to hit a whole new level|tw995504739109523456|@HarleySins
0|RT @JUULDOLAN: RT to be in an IMessage gc/Hp!!! Dm me your number!!!  -must be following me  -stan anyone  -be lit  -don’t die|tw1019081101137137665|@luminarygrant
1|RT @demianbulwa: He hits a Juul dozens of times a day. He needs it, he says. At school, home, hanging out with friends. He says he wants to…|tw1000887693553713153|@suzyesp
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1039206439817019392|@agnes_x0
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1040230388021583873|@sydneystipp
1|RT @mitchysuch: Juul: ripped Class: skipped  Body: Ripped  Coffee: dripped Barista: tipped Father: dipped 😓|tw1008124421930930177|@_kaylaseeger
1|RT @HUNTYCHAN: WHY DID MY PARENTS LET ME ON THE INTERNET ALONE WHEN I WAS 8!!!!!! they broke me i didn't have to be like this.. i could be…|tw996400419982082049|@Awkward_queen_
1|RT @g0fuckthyself: bromeo can i hit your juuliet|tw1044311128380243968|@elenaalfonso_
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1039660200653799425|@monicaaapadilla
1|RT @mineifiwildout: they can take away my Ford F-150® with 3.5L EcoBoost® twin-turbo V6 and Pro Trailer Backup Assist™ but they can't take…|tw994814936219078657|@diabeteaz
0|RT @AdrianoGiusep11: @marycastro54 @tarungnews2 @Ariatnachantal @happy02013guy @EliLeonarda @reeves5150 @JustintheSpace2 @PatGrant7777 @KVa…|tw1031518470167584768|@valeri_torr
1|RT @TrashyeWest: Bruh Cookie Monster off 7 percs https://t.co/Re09sKG1BN|tw1009492894355509255|@_Jockey_03
1|New post (Massachusetts to probe e-cigarette maker Juul over sales to minors) has been published on adsbutf - https://t.co/wyxEXOVZLR|tw1021780697483239426|@adsbutf1
1|RT @jamescharles: the fda cracking down on juuls is actually such good news i’m really scared and tired of seeing 13 year olds with nicotin…|tw1040581209116606466|@_DomCha_
1|RT @WhitePplQuote: Double patting their pocket to make sure they grabbed their Juul before leaving the house|tw1018930799876427776|@MichaelaGabell
1|RT @marwannafuq: Nah the dumbest thing you can do is juul when you weren't even addicted to nicotine in the first place https://t.co/1R0HxW…|tw1027018092424167424|@_kristenhansen
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1040031632596586498|@queencatharina
1|RT @WPLGLocal10: Is your child using Juul at school? Do you even know? Kids involved in the latest trend and putting their lives at risk. @…|tw992527237525266433|@SurveySunday
1|RT @SarahKannenberg: accidentally juuled in front of my mom but she only saw the smoke and goes “what was that” so i immediately said ”oh m…|tw1008917364153430016|@UnironicYeet
1|RT @qoofed: y’all brush your teeth? 🤦‍♂️😭  just hit a mint juul pod 😂👌|tw1033494854330855424|@xkainebot
1|RT @richbrian: If u ever see me vaping a creme brulee juul check me into rehab|tw1020159184019632131|@alixgomes_
1|RT @Isaac_DeTemple: Can I hit your juul cmon dood juth one hit pleath bro I swear I’ll cathapp you later https://t.co/2Q2FpFElyz|tw1032453693327724544|@thecooIiest
1|@issadickard Give me all your juul or i piss in your boots like the terrible shrek spinoff|tw1044298452384002050|@mulliganbeep
1|can i pleeeeeeeeeease hit yo mf juul bruh|tw1043992017435594754|@reallyradriver
1|RT @avantvevo: i feel like an empty juul pod|tw998106466207776768|@_Caitlin_Palmer
0|RT @crownjuul: I’ve dated a lot of white guys which is surprising cause i’m a history major|tw1006758333662023680|@KevinPiastra
1|RT @OfficialEmail: ATTENTION JUULERS OF LOST LANDS: I want to put together a juul meetup inside the festival ground! We’ll all get together…|tw1034416286523158528|@yungpalacio
0|RT @marsjuul: the best video i ever recorded omg i was in san francisco and this random couple was acting like they were in a fucking indie…|tw1033690556206075907|@ikhona_130
1|RT @madmaciolek: imagine having a nicotine addiction from a juul u bought just to fit in|tw1016008840914046977|@_robbyvalentine
1|RT @joania_: Cults in FL: -Juul kids -Disney annual pass holders -SoundCloud rappers -Girl’s soccer teams -Boys with watches who think they…|tw1016027691290714112|@JayzShammy
1|RT @Cant_Turn_Left: What kind of Juul is this? https://t.co/Ewjb779eKm|tw1028407677376856064|@shyaminiisabel
1|RT @stephgarciaaaa: Juuls are the lamest fucking things on the planet https://t.co/oAz34oS96o|tw1001840419381096448|@karlyharris_
0|RT @yungstraw: daughter: mom why is my friend named rose? me: because her mom loves roses daughter: then why am i named- me: be quiet Cool…|tw994561166109282304|@kamrynfloress
1|I'll quit this Juul shit eventually|tw996927694070743040|@BraxtonHirn
1|RT @OldRowGunsUp: Do not drop the JUUL https://t.co/b3FMeK97OR|tw1029049136140746752|@nabeelhaq
1|RT @rachwellerrr: they always ask where’s ur juul they never ask how’s ur juul;(|tw1019091721651740672|@cheyzan25
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030350587798413312|@Apollify44
1|RT @Isaac_DeTemple: Can I hit your juul cmon dood juth one hit pleath bro I swear I’ll cathapp you later https://t.co/2Q2FpFElyz|tw1032627221528281088|@verntustin
1|RT @taylorpaigeeee_: Sis how you gonna let a boy with a nicotine addiction from his juul hurt your feelings|tw1011991624581308416|@brailynxxx
1|RT @iconickkk: back in the day schools were like “we need to ban silly bandz cause they can cut off your circulation” and now middle school…|tw1002293764755374082|@belladeciccio
1|RT @kate_stumpss: the green light from great gatsby was from a juul|tw1007380066169475073|@RILEY_FOREMAN_
1|RT @proxactears: mom, can u pick me up they smoking a juul at the party|tw1033032008304340992|@HaileyBuckley4
1|RT @miakhalifa: Juul compatible @EonSmoke pods!! Get yours here: https://t.co/PDVr7GoTTr #ad https://t.co/rllNFvl39O|tw1044685583044538368|@JoseCondee
1|RT @EdWeekTeacher: Here's what teachers need to know about Juuls, the tiny vaping devices that students are sneaking onto school grounds:…|tw1021954637056888832|@mygirls0809
1|RT @em_cass: Caitlyn Casey: the most unique, bizarre human I have ever met. Also a ridiculously good friend. But let me emphasize, VERY wei…|tw1011679228671287296|@caitlynisgay
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1039476394676416514|@xolaurena
1|RT @rylatable: imagine being addicted to a juul bc u just wanted to be trendy ..... https://t.co/84gi7Dbx1Q|tw1020368059964551168|@auttie2turnt
1|RT @lilsasquatch66: White person: [hits juul]  Other white person: give me your keys you aren’t driving home|tw1019237904936206342|@Callahaanr
1|RT @om: Juul &amp; its House of Smoke &amp; Horrors - Why everyone needs to say no to this poison https://t.co/XKcuyWIOgv https://t.co/GYsibB9JR8|tw1027159437100892160|@headovmetal
1|Today is the day guys. It’s the day I quit the juul forever. #RipJuul|tw1043880879075020800|@TaylerCline
0|@okjuuli Come kick it in Portland|tw1012216608100528129|@_JoeKnee_
1|RT @DOMtheB0MB: It blows my mind how so many people smoke juuls when they aren’t even trying to quit smoking. Y’all are getting a nicotine…|tw1015064750802206720|@aymanduh54
1|RT @travisbonino: *Rips juul immediately after sex*|tw1016751176254042112|@kylewicka
1|RT @marwannafuq: Nah the dumbest thing you can do is juul when you weren't even addicted to nicotine in the first place https://t.co/1R0HxW…|tw1027065867014758400|@guttillo
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1041193052390469632|@Ben_isJammin_
1|I’ve been hurt by women,friends and  a lot of other things but there’s one thing that has never hurt me. Always con… https://t.co/gRrGMOGW5T|tw1036982989979312129|@kuntry_34
1|RT @_8dancer8_: Jess &amp; Kait’s mom just found out i vape so very true https://t.co/D6HNpIUWOG|tw1011849843222851584|@jesssuckaaaaa
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1039604217378418688|@TheSenseOfHuber
1|RT @hooliajulia17: Juuls are stupid  Quit smoking flashdrives you fuckin weirdos https://t.co/AYJzWQndSY|tw1002352758383693824|@ksschreiber13
1|RT @zacharski_zack: Give me the:  🔘 AUX  🔘 Charger  🔘JUUL  ☑️ BEAT BOYS AND FREE MY SOUL, I WANNA GET LOST IN YOUR ROCK AND ROLL AND DRIFT…|tw1019124485939552256|@sarahebiebz
1|RT @MirGucci: cute things to say during sex  - kill confirmed - *hits juul* - enemy AC-130 above - ooh b-Bighead on the beat - you got a ba…|tw1007785536508088321|@ImPoggers
1|RT @juicy_isaac: Fun things to do in TX:  -wait in traffic for hours cause of construction -become a drug dealer - tell ppl out of TX that…|tw1031597525952864256|@brichildress7
1|RT @nytimes: The FDA announced a major crackdown on the vaping industry, particularly on the trendy Juul devices, aimed at curbing sales to…|tw991145009104605184|@dcheung_28
0|RT @marsjuul: sagittarius: -sense of humor relies on acting stupid for laughs -so fucking carefree and outgoing -y’all are at every party…|tw1034563961004408833|@loversrockwithu
1|RT @hooliajulia17: Juuls are stupid  Quit smoking flashdrives you fuckin weirdos https://t.co/AYJzWQndSY|tw1002220132427583488|@AndyRiddler_
1|RT @DMbuttstuff: Put down the juuls and pick up the crack pipes you cowards|tw1016722439558975488|@sylveraura
1|RT @_abshea: the internet told me to drink a shit ton of water for my health so i just drank 13 bottles of 16oz in 4 hours and not only hav…|tw1004353622560399360|@livyrosebeers8
1|RT @mitchysuch: Juul: ripped Class: skipped  Body: Ripped  Coffee: dripped Barista: tipped Father: dipped 😓|tw1007781284977020929|@ra_ponzel
1|*hits juul* Except now he’s got the worst fade of all time https://t.co/DKWDjS4SeX|tw1003457469476212736|@nopodcastforme
1|RT @jordan_kraft: @bmxf0rev3r Want to take a Juul break|tw1039683115617329152|@bmxf0rev3r
0|RT @thesensationcth: @lukesjuul STOP I CANT BRESTHE HES GONNA SEND US SELFIES OF HIM CRYING SND CLEANING UP THE GLITTER.|tw1017579794626678784|@lukesjuul
1|New post: Juul’s Lobbying Could Send Its Public Image Up in Smoke https://t.co/ng26NX1siF|tw1018814142264856577|@TPoketNews
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030980280226594816|@XCJAC
1|Lyft goes biking, Airbnb is going public (eventually), big money for software robots, and Juul https://t.co/CwRSJImKff|tw1015257625641046016|@bardtech_info
1|@jiabi_cai only if u hit ur mint juul afterwards.|tw1001002862191800320|@belliebunz
1|life advice 😂👍🏼|tw1043239571754872832|@leimamo_ikaika
1|RT @stephgarciaaaa: Juuls are the lamest fucking things on the planet https://t.co/oAz34oS96o|tw1001622515091955712|@serenapuleikis
0|imagine your real name being juul|tw1022019905451909121|@animaIdad
0|RT @seanhannity: BOOM. https://t.co/KJUulD8MUK|tw1035344952090288128|@_ShaG_
1|Do you think Abe Lincoln woulda used a juul|tw999176352992518144|@Plzdadno
1|"RT @nytimes: Breaking News: The FDA warned that teen use of e-cigarettes was an ""epidemic."" It gave Juul and other makers 60 days to prove…"|tw1040090308292304896|@sageanderson_
1|RT @alphamaddye: Unpopular opinion: people who have never smoked cigarettes started buying juuls because they were a “trendy” thing to have…|tw1002511569274789894|@JoshNRound
1|RT @SarahKannenberg: accidentally juuled in front of my mom but she only saw the smoke and goes “what was that” so i immediately said ”oh m…|tw1008124960576024576|@___dawsonn
1|RT @TrashyeWest: Bruh Cookie Monster off 7 percs https://t.co/Re09sKG1BN|tw1009898048804155392|@shutupuriah
0|RT @OrangestWolf: Some Patreon stickers: https://t.co/NOnXB4TF3A https://t.co/pfoFE0AR56 https://t.co/dCmW3MLoS3 https://t.co/kZkOHoy4dZ @4…|tw1036799172274470912|@Moon_Sky_04
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030571612679168007|@JillianWade2
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030483902505209856|@TacoAmigo777
1|RT @TheEconomist: Juul uses nicotine salts, which are more potent than the freebase nicotine in standard e-cigarettes https://t.co/iO1c8ODA…|tw1000536890376941569|@NathanClark56
0|RT @ShannonKetcher2: @003a04f8c2054b7 @kgo2017 @BigAL562 @Jimbow361 @nmkid227 @mpatt70 @denvernight @Aztatude @CNS15141 @revolutionman55 @B…|tw1044041689592221697|@003a04f8c2054b7
